Artist,SongTitle,BPM,Key,Genre,Vocal/Instrumental,EnergyLevel,SongStructure,Lyrics/Theme,Instrumentation,CulturalContext,Popularity,Era
ShalmaliKholgade,"BalamPichkari",128,FMajor,Bollywood,Vocal,High,Verse-Chorus,HoliCelebration,Percussion,Indian,High,2010s
ArijitSingh,"BadriKiDulhania",105,GMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Percussion,Indian,High,2010s
NehaKakkar,"AankhMaarey",125,DMajor,Bollywood,Vocal,High,Verse-Chorus,Party,Percussion,Indian,High,2010s
VishalDadlani,"DilDhadakneDo",128,FMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,High,2010s
BennyDayal,"LungiDance",130,CMajor,Bollywood,Vocal,High,Verse-Chorus,Tribute,Percussion,Indian,VeryHigh,2010s
NeetiMohan,"ManaliTrance",100,AMajor,Bollywood,Vocal,High,Verse-Chorus,Party,Synth,Indian,High,2010s
ArijitSingh,"RaatBhar",105,EMajor,Bollywood,Vocal,High,Verse-Chorus,Nightlife,Synth,Indian,High,2010s
MikaSingh,"DhinkaChika",135,BMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Percussion,Indian,High,2010s
SunidhiChauhan,"Beedi",120,DMinor,Bollywood,Vocal,High,Verse-Chorus,Bold,Percussion,Indian,High,2000s
AmitTrivedi,"HappyBudday",128,FMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Synth,Indian,High,2010s
VishalDadlani,"BhagDKBose",100,GMajor,Bollywood,Vocal,High,Verse-Chorus,Humor,Synth,Indian,High,2010s
BennyDayal,"SunnySunny",128,CMajor,Bollywood,Vocal,High,Verse-Chorus,Sunshine,Percussion,Indian,High,2010s
NeetiMohan,"Dilbar",125,AMinor,Bollywood,Vocal,High,Verse-Chorus,Seduction,Synth,Indian,VeryHigh,2010s
ArijitSingh,"GaltiSeMistake",120,FMajor,Bollywood,Vocal,High,Verse-Chorus,Fun,Synth,Indian,High,2010s
MikaSingh,"SubahHoneNaDe",128,GMajor,Bollywood,Vocal,High,Verse-Chorus,Party,Synth,Indian,VeryHigh,2010s
SunidhiChauhan,"DesiGirl",120,EMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,High,2000s
AmitTrivedi,"TheBreakupSong",130,BMajor,Bollywood,Vocal,High,Verse-Chorus,BreakupFun,Synth,Indian,High,2010s
VishalDadlani,"TumhiHoBandhu",110,DMajor,Bollywood,Vocal,High,Verse-Chorus,Party,Percussion,Indian,High,2010s
BennyDayal,"PappuCan'tDance",140,FMajor,Bollywood,Vocal,High,Verse-Chorus,Youth,Percussion,Indian,High,2000s
NeetiMohan,"KudiNuNachneDe",100,AMajor,Bollywood,Vocal,High,Verse-Chorus,Empowerment,Percussion,Indian,High,2020s
ArijitSingh,"BalamPichkari",128,DMajor,Bollywood,Vocal,High,Verse-Chorus,HoliCelebration,Percussion,Indian,High,2010s
MikaSingh,"Pungi",120,CMajor,Bollywood,Vocal,High,Verse-Chorus,Fun,Synth,Indian,High,2010s
SunidhiChauhan,"AinvayiAinvayi",130,GMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,High,2010s
AmitTrivedi,"PatakhaGuddi",110,EMajor,Bollywood,Vocal,High,Verse-Chorus,Freedom,AcousticGuitar,Indian,High,2010s
VishalDadlani,"SaudagarSaudaKar",115,DMajor,Bollywood,Vocal,High,Verse-Chorus,Party,Percussion,Indian,High,1990s
BennyDayal,"ShakeItLikeShammi",130,BMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
NeetiMohan,"AaRaatBhar",100,AMinor,Bollywood,Vocal,High,Verse-Chorus,Nightlife,Synth,Indian,High,2010s
ArijitSingh,"SweetyTeraDrama",128,FMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,High,2010s
MikaSingh,"AajKiParty",125,GMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Synth,Indian,High,2010s
SunidhiChauhan,"DancePeChance",110,DMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Percussion,Indian,High,2000s
AmitTrivedi,"PappuCan'tDance(Remix)",140,FMajor,Bollywood,Vocal,High,Verse-Chorus,Youth,Synth,Indian,High,2000s
VishalDadlani,"DSeDance",128,CMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
BennyDayal,"GallanGoodiyaan",100,AMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,High,2010s
NeetiMohan,"DingDang",125,GMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
ArijitSingh,"ChaltiHaiKya9Se12",120,EMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Percussion,Indian,High,2010s
MikaSingh,"HawaHawa",128,DMajor,Bollywood,Vocal,High,Verse-Chorus,Fun,Synth,Indian,High,2010s
SunidhiChauhan,"CharacterDheela",128,FMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
AmitTrivedi,"BaakiSabFirstClassHai",130,BMajor,Bollywood,Vocal,High,Verse-Chorus,Swagger,Percussion,Indian,High,2010s
VishalDadlani,"Let'sNacho",120,CMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
BennyDayal,"BangBang",140,AMinor,Bollywood,Vocal,High,Verse-Chorus,Energy,Synth,Indian,High,2010s
NeetiMohan,"AashiqSurrenderHua",100,DMajor,Bollywood,Vocal,High,Verse-Chorus,Romance,Percussion,Indian,High,2010s
ArijitSingh,"Ghungroo",125,GMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
MikaSingh,"MainTeraHero",128,EMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
SunidhiChauhan,"OSakiSaki",110,FMinor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
AmitTrivedi,"ShakeYourBootiya",130,BMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Percussion,Indian,High,2010s
VishalDadlani,"KarGayiChull",100,CMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Synth,Indian,High,2010s
BennyDayal,"MoveYourLakk",125,AMajor,Bollywood,Vocal,High,Verse-Chorus,Dance,Synth,Indian,High,2010s
NeetiMohan,"ProperPatola",128,GMajor,Bollywood,Vocal,High,Verse-Chorus,Swagger,Synth,Indian,High,2010s
ArijitSingh,"Raabta",90,DMajor,Bollywood,Vocal,High,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
MikaSingh,"Jugni",128,FMajor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,High,2010s
SunidhiChauhan,"SajanajiVariVari",135,AMinor,Bollywood,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,High,2000s
ShreyaGhoshal,"TeraBanJaunga",85,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2010s
ArijitSingh,"Raabta",90,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
AtifAslam,"JeeneLagaHoon",110,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2010s
ShreyaGhoshal,"SunSaathiya",100,EMajor,Romantic,Vocal,High,Verse-Chorus,Love,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"TumHiHo",80,CMinor,Romantic,Vocal,High,Verse-Chorus,Love,Piano,Indian,VeryHigh,2010s
NehaKakkar,"PeeLoon",80,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
ShreyaGhoshal,"AgarTumMilJao",70,GMinor,Romantic,Vocal,Moderate,Verse-Chorus,Longing,AcousticGuitar,Indian,High,2000s
ArijitSingh,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Romantic,Guitar,Indian,High,2000s
AtifAslam,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2000s
ShreyaGhoshal,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
ArijitSingh,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
NehaKakkar,"TumHiHo",80,CMinor,Romantic,Vocal,High,Verse-Chorus,Love,Piano,Indian,VeryHigh,2010s
ShreyaGhoshal,"Bolna",90,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
ArijitSingh,"HasiBanGaye",65,CMajor,Emotional,Vocal,Moderate,Verse-Chorus,Heartbreak,Piano,Indian,High,2010s
AtifAslam,"JeeneLagaHoon",110,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2010s
ShreyaGhoshal,"SunSaathiya",100,EMajor,Romantic,Vocal,High,Verse-Chorus,Love,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"Raabta",90,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
NehaKakkar,"PeeLoon",80,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
ShreyaGhoshal,"AgarTumMilJao",70,GMinor,Romantic,Vocal,Moderate,Verse-Chorus,Longing,AcousticGuitar,Indian,High,2000s
ArijitSingh,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Romantic,Guitar,Indian,High,2000s
AtifAslam,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2000s
ShreyaGhoshal,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
ArijitSingh,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
NehaKakkar,"TumHiHo",80,CMinor,Romantic,Vocal,High,Verse-Chorus,Love,Piano,Indian,VeryHigh,2010s
ShreyaGhoshal,"Bolna",90,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
ArijitSingh,"HasiBanGaye",65,CMajor,Emotional,Vocal,Moderate,Verse-Chorus,Heartbreak,Piano,Indian,High,2010s
AtifAslam,"JeeneLagaHoon",110,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2010s
ShreyaGhoshal,"SunSaathiya",100,EMajor,Romantic,Vocal,High,Verse-Chorus,Love,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"Raabta",90,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
NehaKakkar,"PeeLoon",80,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
ShreyaGhoshal,"AgarTumMilJao",70,GMinor,Romantic,Vocal,Moderate,Verse-Chorus,Longing,AcousticGuitar,Indian,High,2000s
ArijitSingh,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Romantic,Guitar,Indian,High,2000s
AtifAslam,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2000s
ShreyaGhoshal,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
ArijitSingh,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
NehaKakkar,"TumHiHo",80,CMinor,Romantic,Vocal,High,Verse-Chorus,Love,Piano,Indian,VeryHigh,2010s
ShreyaGhoshal,"Bolna",90,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
ArijitSingh,"HasiBanGaye",65,CMajor,Emotional,Vocal,Moderate,Verse-Chorus,Heartbreak,Piano,Indian,High,2010s
AtifAslam,"JeeneLagaHoon",110,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2010s
ShreyaGhoshal,"SunSaathiya",100,EMajor,Romantic,Vocal,High,Verse-Chorus,Love,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"Raabta",90,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
NehaKakkar,"PeeLoon",80,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
ShreyaGhoshal,"AgarTumMilJao",70,GMinor,Romantic,Vocal,Moderate,Verse-Chorus,Longing,AcousticGuitar,Indian,High,2000s
ArijitSingh,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Romantic,Guitar,Indian,High,2000s
AtifAslam,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2000s
ShreyaGhoshal,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
ArijitSingh,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
NehaKakkar,"TumHiHo",80,CMinor,Romantic,Vocal,High,Verse-Chorus,Love,Piano,Indian,VeryHigh,2010s
ShreyaGhoshal,"Bolna",90,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
ArijitSingh,"HasiBanGaye",65,CMajor,Emotional,Vocal,Moderate,Verse-Chorus,Heartbreak,Piano,Indian,High,2010s
AtifAslam,"JeeneLagaHoon",110,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2010s
Badshah,"PaaniPaani",95,DMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,High,2020s
ArijitSingh,"Shayad",80,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2020s
NehaKakkar,"HoneyBunny",105,BMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Contemporary,High,2010s
ArijitSingh,"Khairiyat",90,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
Badshah,"DJWaleBabu",98,BMinor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2010s
NehaKakkar,"AankhMarey",126,CMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"Raabta",90,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
Badshah,"Mercy",100,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Contemporary,High,2010s
NehaKakkar,"KalaChashma",100,GMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"TumHiHo",80,CMinor,Romantic,Vocal,High,Verse-Chorus,Love,Piano,Indian,VeryHigh,2010s
Badshah,"Garmi",118,DMinor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2020s
NehaKakkar,"CocaCola",96,CMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
Badshah,"KarGayiChull",105,GMajor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2010s
NehaKakkar,"SakiSaki",98,AMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,High,2010s
ArijitSingh,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Romantic,Guitar,Indian,High,2010s
Badshah,"Tareefan",95,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Contemporary,High,2010s
NehaKakkar,"Dilbar",122,CMinor,Dance,Vocal,High,Verse-Chorus,Seduction,Synth,Contemporary,VeryHigh,2010s
ArijitSingh,"Shayad",80,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2020s
Badshah,"GendaPhool",95,FMinor,Dance,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,VeryHigh,2020s
NehaKakkar,"MileHoTumHumko",70,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
ArijitSingh,"Khairiyat",90,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
Badshah,"DJWaleBabu",98,BMinor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2010s
NehaKakkar,"AankhMarey",126,CMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"Raabta",90,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
Badshah,"Mercy",100,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Contemporary,High,2010s
NehaKakkar,"KalaChashma",100,GMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"TumHiHo",80,CMinor,Romantic,Vocal,High,Verse-Chorus,Love,Piano,Indian,VeryHigh,2010s
Badshah,"Garmi",118,DMinor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2020s
NehaKakkar,"CocaCola",96,CMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
Badshah,"KarGayiChull",105,GMajor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2010s
NehaKakkar,"SakiSaki",98,AMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,High,2010s
ArijitSingh,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Romantic,Guitar,Indian,High,2010s
Badshah,"Tareefan",95,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Contemporary,High,2010s
NehaKakkar,"Dilbar",122,CMinor,Dance,Vocal,High,Verse-Chorus,Seduction,Synth,Contemporary,VeryHigh,2010s
ArijitSingh,"Shayad",80,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Guitar,Indian,High,2020s
Badshah,"GendaPhool",95,FMinor,Dance,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,VeryHigh,2020s
NehaKakkar,"MileHoTumHumko",70,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
ArijitSingh,"Khairiyat",90,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Piano,Indian,High,2010s
Badshah,"DJWaleBabu",98,BMinor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2010s
NehaKakkar,"AankhMarey",126,CMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"Raabta",90,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,AcousticGuitar,Indian,High,2010s
Badshah,"Mercy",100,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Contemporary,High,2010s
NehaKakkar,"KalaChashma",100,GMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"TumHiHo",80,CMinor,Romantic,Vocal,High,Verse-Chorus,Love,Piano,Indian,VeryHigh,2010s
Badshah,"Garmi",118,DMinor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2020s
NehaKakkar,"CocaCola",96,CMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,VeryHigh,2010s
ArijitSingh,"JanamJanam",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,EternalLove,Piano,Indian,High,2010s
Badshah,"KarGayiChull",105,GMajor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Contemporary,High,2010s
NehaKakkar,"SakiSaki",98,AMinor,Dance,Vocal,High,Verse-Chorus,Party,Percussion,Indian,High,2010s
ArijitSingh,"TeraHoneLagaHoon",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Romantic,Guitar,Indian,High,2010s
Badshah,"Tareefan",95,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Contemporary,High,2010s
NehaKakkar,"Dilbar",122,CMinor,Dance,Vocal,High,Verse-Chorus,Seduction,Synth,Contemporary,VeryHigh,2010s
Adele,"Shine",80,GMajor,Pop,Vocal,Moderate,Verse-Chorus,Positivity,Piano,General,High,2020s
EdSheeran,"Sunrise",95,DMajor,Pop,Vocal,High,Verse-Chorus,Love,AcousticGuitar,General,High,2020s
TaylorSwift,"BrighterDays",120,CMajor,Pop,Vocal,High,Verse-Chorus,Hope,Piano,General,High,2020s
Sia,"RaysofLight",100,AMajor,Pop,Vocal,High,Verse-Chorus,Optimism,Synth,General,High,2020s
SamSmith,"You'reMySunshine",85,EMajor,Pop,Vocal,Moderate,Verse-Chorus,Love,Piano,General,High,2020s
AliciaKeys,"Radiate",110,FMajor,Pop,Vocal,High,Verse-Chorus,Positivity,Piano,General,High,2020s
JohnLegend,"GlowingHearts",88,BMajor,Pop,Vocal,Moderate,Verse-Chorus,Love,Piano,General,High,2020s
DuaLipa,"ShiningThrough",118,EMajor,Pop,Vocal,High,Verse-Chorus,Empowerment,Synth,General,High,2020s
Coldplay,"SunlitSkies",128,GMajor,Pop,Vocal,High,Verse-Chorus,Hope,Piano,General,High,2020s
Lorde,"GoldenHorizon",92,DMajor,Pop,Vocal,Moderate,Verse-Chorus,Freedom,AcousticGuitar,General,High,2020s
ShawnMendes,"BeMyLight",100,CMajor,Pop,Vocal,High,Verse-Chorus,Love,AcousticGuitar,General,High,2020s
Adele,"Shine",80,GMajor,Pop,Vocal,Moderate,Verse-Chorus,Positivity,Piano,General,High,2020s
EdSheeran,"Sunrise",95,DMajor,Pop,Vocal,High,Verse-Chorus,Love,AcousticGuitar,General,High,2020s
TaylorSwift,"BrighterDays",120,CMajor,Pop,Vocal,High,Verse-Chorus,Hope,Piano,General,High,2020s
Sia,"RaysofLight",100,AMajor,Pop,Vocal,High,Verse-Chorus,Optimism,Synth,General,High,2020s
SamSmith,"You'reMySunshine",85,EMajor,Pop,Vocal,Moderate,Verse-Chorus,Love,Piano,General,High,2020s
AliciaKeys,"Radiate",110,FMajor,Pop,Vocal,High,Verse-Chorus,Positivity,Piano,General,High,2020s
JohnLegend,"GlowingHearts",88,BMajor,Pop,Vocal,Moderate,Verse-Chorus,Love,Piano,General,High,2020s
DuaLipa,"ShiningThrough",118,EMajor,Pop,Vocal,High,Verse-Chorus,Empowerment,Synth,General,High,2020s
Coldplay,"SunlitSkies",128,GMajor,Pop,Vocal,High,Verse-Chorus,Hope,Piano,General,High,2020s
Lorde,"GoldenHorizon",92,DMajor,Pop,Vocal,Moderate,Verse-Chorus,Freedom,AcousticGuitar,General,High,2020s
ShawnMendes,"BeMyLight",100,CMajor,Pop,Vocal,High,Verse-Chorus,Love,AcousticGuitar,General,High,2020s
Adele,"Shine",80,GMajor,Pop,Vocal,Moderate,Verse-Chorus,Positivity,Piano,General,High,2020s
EdSheeran,"Sunrise",95,DMajor,Pop,Vocal,High,Verse-Chorus,Love,AcousticGuitar,General,High,2020s
TaylorSwift,"BrighterDays",120,CMajor,Pop,Vocal,High,Verse-Chorus,Hope,Piano,General,High,2020s
Sia,"RaysofLight",100,AMajor,Pop,Vocal,High,Verse-Chorus,Optimism,Synth,General,High,2020s
SamSmith,"You'reMySunshine",85,EMajor,Pop,Vocal,Moderate,Verse-Chorus,Love,Piano,General,High,2020s
AliciaKeys,"Radiate",110,FMajor,Pop,Vocal,High,Verse-Chorus,Positivity,Piano,General,High,2020s
JohnLegend,"GlowingHearts",88,BMajor,Pop,Vocal,Moderate,Verse-Chorus,Love,Piano,General,High,2020s
DuaLipa,"ShiningThrough",118,EMajor,Pop,Vocal,High,Verse-Chorus,Empowerment,Synth,General,High,2020s
Coldplay,"SunlitSkies",128,GMajor,Pop,Vocal,High,Verse-Chorus,Hope,Piano,General,High,2020s
Lorde,"GoldenHorizon",92,DMajor,Pop,Vocal,Moderate,Verse-Chorus,Freedom,AcousticGuitar,General,High,2020s
ShawnMendes,"BeMyLight",100,CMajor,Pop,Vocal,High,Verse-Chorus,Love,AcousticGuitar,General,High,2020s
Adele,"Shine",80,GMajor,Pop,Vocal,Moderate,Verse-Chorus,Positivity,Piano,General,High,2020s
EdSheeran,"Sunrise",95,DMajor,Pop,Vocal,High,Verse-Chorus,Love,AcousticGuitar,General,High,2020s
TaylorSwift,"BrighterDays",120,CMajor,Pop,Vocal,High,Verse-Chorus,Hope,Piano,General,High,2020s
Sia,"RaysofLight",100,AMajor,Pop,Vocal,High,Verse-Chorus,Optimism,Synth,General,High,2020s
SamSmith,"You'reMySunshine",85,EMajor,Pop,Vocal,Moderate,Verse-Chorus,Love,Piano,General,High,2020s
AliciaKeys,"Radiate",110,FMajor,Pop,Vocal,High,Verse-Chorus,Positivity,Piano,General,High,2020s
JohnLegend,"GlowingHearts",88,BMajor,Pop,Vocal,Moderate,Verse-Chorus,Love,Piano,General,High,2020s
DuaLipa,"ShiningThrough",118,EMajor,Pop,Vocal,High,Verse-Chorus,Empowerment,Synth,General,High,2020s
Coldplay,"SunlitSkies",128,GMajor,Pop,Vocal,High,Verse-Chorus,Hope,Piano,General,High,2020s
Lorde,"GoldenHorizon",92,DMajor,Pop,Vocal,Moderate,Verse-Chorus,Freedom,AcousticGuitar,General,High,2020s
ShawnMendes,"BeMyLight",100,CMajor,Pop,Vocal,High,Verse-Chorus,Love,AcousticGuitar,General,High,2020s
rity,Era
LiSA,"Gurenge",160,GMinor,J-Pop,Vocal,High,Verse-Chorus,Determination,ElectricGuitar,Japanese,High,2010s
TKfromLingtositesigure,"Unravel",160,F#Minor,J-Rock,Vocal,VeryHigh,Verse-Chorus,Mystery,ElectricGuitar,Japanese,High,2010s
YonezuKenshi,"Lemon",88,DMajor,J-Pop,Vocal,Moderate,Verse-Chorus,Nostalgia,AcousticGuitar,Japanese,VeryHigh,2010s
AsianKung-FuGeneration,"HarukaKanata",180,CMajor,J-Rock,Vocal,VeryHigh,Verse-Chorus,Adventure,ElectricGuitar,Japanese,High,2000s
LiSA,"CrossingField",160,DMajor,J-Pop,Vocal,High,Verse-Chorus,Hope,ElectricGuitar,Japanese,High,2010s
FLOW,"Colors",180,BMajor,J-Rock,Vocal,High,Verse-Chorus,Vibrant,ElectricGuitar,Japanese,High,2000s
IkimonoGakari,"BlueBird",95,AMajor,J-Pop,Vocal,High,Verse-Chorus,Freedom,AcousticGuitar,Japanese,High,2000s
LiSA,"AdamAS",160,FMinor,J-Pop,Vocal,VeryHigh,Verse-Chorus,Determination,ElectricGuitar,Japanese,High,2010s
Aimer,"FuyuNoHanashi",75,CMajor,J-Pop,Vocal,Moderate,Verse-Chorus,Emotion,Piano,Japanese,High,2010s
RADWIMPS,"Zenzenzense",180,GMajor,J-Rock,Vocal,High,Verse-Chorus,Fantasy,ElectricGuitar,Japanese,High,2010s
EirAoi,"Ignite",165,EMinor,J-Pop,Vocal,High,Verse-Chorus,Energy,ElectricGuitar,Japanese,High,2010s
Myth&Roid,"StyxHelix",90,BMinor,J-Pop,Vocal,Moderate,Verse-Chorus,Mystery,Synth,Japanese,High,2010s
